,title,label
84,테마 논단,2
85,경북대종 타종 해맞이 축제도,2
86,새해 역점시책,2
87,연휴 오죽헌 무료개방,2
88,신년 인사회 주관,2
89,용대지구 관광지 조성사업 24억 방동약수터 개발 민박시설등 4억,2
90,올 다양한 교류사업 계획,2
91,화촉,2
92,두개의시선,2
93,속초－나진 해로개설 하루빨리,2
94,한국판 바이플루트의 초대교회,2
95,희망 실은 韓國號 힘찬 출항,2
96,정부 인식 대전환해야,2
97, 6대 광역시 새해 살림살이 신규투자  부산,2
98,총아    르네상스 를 꿈꾼다,2
99,부산시 기초단체장후보들,2
100,THE YEAR OF PHOTOGRAPHIC IMAGE,2
101,지방화시대 선봉장  시장 군수 누가 ,2
102,동해안 10만 인파,2
103,가족과 함께 가볼만한 곳 백호소망기원제,2
104,6대 광역시 새해 행정 어떻게 바뀌나,2
105,실업사태 전문직종으로 돌파한다,1
106, 98 새해 濟州 도정,2
107, 우리는 모악산 지킴이 범도민 의식 심어,2
108,제79회 전국체육대회,2
109,월드컵 水原 2천9백억 생산유발,2
110,출마뜻표명 2명 선거관심 상승세 인천 옹진군수 ,2
111,98년 새해 달라지는 것들 IMF체제 원년 정신만 차리면 산다,2
112,케이블 신년특집 영화 음악회 특집등 볼거리 다양,2
113,인터넷 민박 인기,1
114, 인사  한국관광공사 ; 한국산업디자인진흥원,2
115,IMF신정연휴 대만으로 방콕으로 ,2
116,서귀포시 97년 유공공무원 표창식,2
117, 동정 ,2
118,공무원 전화친절 아직 미흡,2
119,올 제주경기 몸살 예고,2
120,중앙동,2
121,국민회의 문화공약,2
122,통계청 발표 「생활통계」에 나타난 소비실상,2
123,해돋이 관광객 물결,2
124,해돋이 관광객 물결,2
125,전국 첫 민관합동  부산관광개발  성공 모델,2
126,군사보호구역 70여만평 해제 국방부 450만평은 완화,2
127,간추린 소식,2
128,경제살리기 우선 지원,2
129,7월부터 송아지 가격 안정제 전지역 확대,2
130, 인터뷰 사진자료집  금강산  펴낸 한관수씨,2
131,총지원자 예년보다 크게 줄어,2
132,마을소득 지원사업 취지 바래,2
133,無孔針,2
134, 사진 ,2
135,울산에「우주관광 랜드」,2
136,해돋이 명소에 10만 인파 새해  힘찬 출발  다짐,2
137,지자체  돈 되는 사업을 찾아라 IMF시대 수익사업 열기,2
138,여객선 운항감축 섬주민 불편,2
139,해안 인접주민  짠물 먹는다,2
140, 대역사의 현장 서해안고속도로 2 ,2
141,신정연휴 귀경길 한산 차량 주말보다 적어,2
142,서울시 올해 주요사업 내부순환도로 40km 완공,2
143, 해외유머   천진난만 ,2
144,여행상품 가격 들먹    항공료 숙박비등 올라 인상 불가피,2
145,새해 연휴 귀경길 곳곳 정체,2
146,여권발급 70% 줄어,2
147,대체로 평온한 신정연휴,2
148,신정연휴 풍속도 바뀌었다,2
149,해외여행 위축,2
150,대구효성가톨릭대,2
151,파카스탄 대통령당선 타라르 뉴스 메이커 ,2
152,남북공동 금강산 개발 추진 김 당선자 대북경협중 최우선 꼽아,2
153,연말 이웃돕기성금 접수합니다,2
154,월드컵으로 全州를 바꿉시다,2
155,에너지절약 실천해 경제살리기 동참을,2
156, 실전 을 배우는  호텔사관학교  20년역사  경주 관광교육원 ,2
157,경희대,2
158,나폴레옹의 몰락 마지막 격전지,2
159,經濟 안테나,2
160, 대역사의 현장 새만금간척사업 5 ,2
161, 한반도기류 보고서 북한정세 2 ,2
162,경북대종 준공기념식 타종식,2
163,동국대,2
164,제주대 경쟁률 평균 1 82대 1,2
165,금강산 공동개발 신 정부 추진 검토 일지 보도,2
166, 의식 개혁부터  IMF시대 시민정신 상 ,2
167, 분양정보  조원건설  대전 유성구 7층 상가 분양,2
168,시온육아원 위문,2
169, 인사 부산시 부산문화 방송,2
170,대구대,2
171,30대 선장 분신 중화상,0
172,알뜰한 연휴 귀경길 한산 차량 주말보다 적어,2
173,월드컵 개최도시 호텔 태부족,2
174,제주도 신혼부부 몰려온다,2
175,우주공간서 여가즐겨요 울산에 우주랜드 건립,2
176,지역 특산품 홍보,2
177, 부동산정보광장 매물 현황 ,2
178,호주 콴타스 항공사 서울 취항 새달 중단,0
179, IMF 새 풍속도  연말연시 집에서 많이 보냈다,2
180,적자누적 유가 인상 ,2
181,전문기술인 양성 요람 극동전문대,2
182, 당좌거래 정지  12월 30일   지방,2
183,소득사업 집중투자  삶의 질 향상 주력,2
184,TV 하이라이트  일 ,2
185, 부동산 정보광장  안산시 대부 상동 염전,2
186, 평온했던 신년 연휴 ,2
187,정부 대전청사시대 올 3월 개막,2
188,제주 관광객 작년 436만명,2
189,2002 全州월드컵 성공개최,2
190, 인사  코오롱고속관광,2
191,한림항   비양도 도항선 2월중에 교체운항 예정,2
192,관광농원 2곳 개발사업,2
193,중문단지 동부지구 건축규제 완화,2
194, 경남 대표적 관광지는 지리산 ,2
195,그리스 아테네 아크로폴리스 세계 문화유산 순례 57 ,2
196,다함께 뛰자,2
197,주민소득 복지증진 사업 비중 외곽지역 순환도로 확충 47억,2
198, 새얼굴  관광특화 차질없는 월드컵 준비,2
199,성산읍 민원실에 관내도 설치,2
200,유럽  새해 최악의 폭풍우,2
201,강릉 경포호 한국의 늪과 숲 17 ,2
202,오라관광 임직원들의  숨은 장학사업 ,2
203, 郡民의지로 경제난 극복을 ,2
204, 환경 단신  어린이 겨울환경 캠프등,2
205,아  IMF생존  처절한 몸부림,2
206,눈꽃측제 기간중 어리목광장등 무료개방,2
207,경남  국민관광지  18곳 지정,2
208,민원 A S 실시 만족도 측정,2
209,외지업체 도민의식 필요하다,2
210,강원 공약 청사진 실천 의지 보여야   ,2
211,영남專大 간호 대구保專 물리치료 243점 啓專 전산정보 234 영진專大 간호 231점,2
212,하동군 역점시책추진 전국 최우수,2
213, 관광객 유치로 IMF위기탈출  관광공 해외홍보용 비디오 제작,1
214,泰교민， IMF 한파로 시름 ,2
215,관광 레저등 지역경제 희생 앞장,2
216, 새얼굴  관광특화 차질없는 월드컵 준비,2
217,계획만 거창 가평 문화郡 시행은 뒷전,2
218,大宇관련사업 추진 불투명,2
219,월드컵 관광객 숙박시설 태부족 ,2
220,제주관광 전년비 1만명 늘어 IMF로 해외여행 포기,0
221,95 96 종합유선방송 편성 심의 백서,2
222,작년 관광객 4백36만명,2
223,유럽 서 남부 폭우 강풍 페루 엘니뇨 사망 25명,2
224,신도심 구도심 분리개발,2
225,승마장내 사랑의 모금함 신혼부부들에 인기 끌어,1
226,지저분한 김포공항 곳곳에 꽁초 껌 휴지 등  불쾌 ,2
227,지방의회의 위상찾기 지자체 틀을 바꾸자 3 ,2
228,풍요롭고 활기찬 고장 건설,2
229,내고장 단신,2
230,이충무공 백의종군,2
231,사진도입 120년 기념사업 풍성,2
232,유학 외국어연수  국내서 한다  북경어문대학 1 2년과정 학원 설립,2
233,귀성객 2천명 발묶여 폭풍주의보로 곳곳 여객선 운항중단,0
234, 일 기항 외항선 안전 비상  절반 기준미달 북 선박최다 선장협,0
235,한푼이라도  당 군 정 외화벌이  각개전투 ,2
236,월드컵 재선정 여론 빗발,2
237,섬 관광객 2 000여명 발묶여 전해상 폭풍 주의보,0
238,코오롱고속관광 사장 심완보씨,2
239,코오롱고속관광 대표이사사장에 심완보씨,2
240,제주관광민속관  민간에 위탁하라 ,2
241,골프관광 IMF한파로  썰렁 ,2
242,창립 3주년행사 참석,2
243,사설,2
244, 경기장시설비 4년간 반반씩 부담하는 것 ,2
245,지방道 확포장 건의,2
246,스키장에 외국인 몰린다,2
247, 데스크 눈  누구의 잘못인가,2
248,재즈 피아니스트 신관웅 7 나의 젊음 나의 사랑 ,2
249,慶南新問 98년 주제 캠페인,2
250,IMF 파고넘는 따뜻한 이웃사랑,2
251,조랑말 보존과 발전 방안,2
252,슬롯머신사건 YS와 정씨형제 14 비록 문민검찰 특별조사실 ,2
253,불 소피아 앙티폴리스 단지 지구촌 첨단산업 현장을 가다 11 ,2
254,국회의 솔선수범 사설 ,2
255,태성전문大 취업률 90%넘어,2
256,서해 폭풍주의보 여객선 운항중단,0
257, 인터뷰  우리 학교를 말한다,2
258,경인운하 연계 물류단지 개발을,2
259,21세기 전문인력 양성 요람  수원전문대학 ,2
260, 전주월드컵  지역발전 기대,2
261,자연학습장 5월 공개,2
262,부산 새청사시대 내주 개막,2
263,유람선이용 여행상품 개발,2
264,서귀포시 토지거래 활기 허가구역 해제이후 급증,2
265,불황에 관광서비스까지 실종,2
266,부산신항만 배후도시 294만평 개발 민자유치 추진,1
267,일부안내원 관광정화에 찬물,2
268, 방송  EBS 과학다큐2000,2
269, 호주는 더러운 반개발국가  아시아인들의 시각,2
270,탐욕의 배설물 뒤범벅 黑波,0
271, 개발 청사진 서울 용산구  100만평 상세지역 개발,2
272, 국제 한라산 눈꽃축제  발진,2
273,극동실크로드 물길트기 마무리 한창,2
274,계속사업 차질없는 수행 화합역점 통합기반 조성,2
275,해남유스호스텔  잘 나간다 ,2
276, 인사 부산시 시설관리공단 부산진구청,2
277,단양읍 민원실서 철도승차권 발매,2
278,2002 전주월드컵 성공개최,2
279, 인터뷰  설송웅 용산구청장 이태원 국제쇼핑명소로 개발,2
280,빨리 나아가는 미래 수전 필드 칼럼니스트 WT논평 ,2
281,春川 原州 江陵 신년 인사회,2
282,고향 문화홍보 보탬되고 싶어,2
283,오수정화시설 3월부터 설치,2
284,【인사】재부 남해군 향우회,2
285,진주배 친선고교축구대회 창설,2
286, 한경초대석  전진택   온천관광단지 조성,2
287,신임 제주기상대 대장 李 昊씨,2
288,경제살리기 기발한 아이디어,2
289, 인사 충주시 대전 배제대,2
290,연금 기금운용  방만  국민연금 돈 안되는 복지타운 투자,2
291, 인사  삼천리자전거 ; 고려대의료원 ; 배재대 ; MBC,2
292,코오롱고속관광 대표이사사장에 심완보씨,2
293,위성방송 전면유보 대기업 진출도 제한,1
294,올 정부 관광진흥개발기금,2
295,공개 문화재 관람객 줄어,2
296,이렇게 낭비하고 살아날 수 없다 송보경 서울여대 교수 논단 ,2
297,울릉도 관광  철따라 딴맛 ,2
298,관광안내 전광판 철거,2
299,【성금】이웃돕기 성금 감사합니다 ,2
300,경남신문사 주최 새해인사회 경제살리기 도민 다짐대회,2
301,人 事,2
302,거제에 해양민속촌 만든다,2
303,道內 지자체 경영수익 271억,2
304,한국골프 해외로 뛰어야 산다,2
305,외국항공사들  한국시장 속속 취항 중단,0
306,소수력발전소 설계 1억 7천만원 단종제 1억 문화재보수 7억여원,2
307, 관광개발에 청신호 ,2
308,시민역량 결집 환황해 중심지 도약,1
309, 김태운의 골프이야기  골프와 세금,2
310, 그대 와  당신  향한 사랑과 맏음,2
311,개방 20년 중국의 새로운 도전 김성로 특파원 리포트 ,1
312,동굴내 생성물 활발히 성장중인 활굴,2
313,설원에 펼쳐지는  사이버 누드촬영대회  9일 홍천 대명리조트,2
314,도내 자연경관 문화 연계 체류 순환형 관광지 개발,2
315,동해시 관광정책 변해야 한다,2
316, 독자제언   신토불이 는 곧 우리의 생존원리    유상철,2
317, 사진 해인사 1C 부근에 설치한 합천 관광안내판 ,2
318,서해안 중심도시 기틀 다진다,0
319,타프시스템  3D GIS 프로그램 개발,2
320,태백시에 탄광 역사촌 건립,2
321,전용 축구장 건립키로,2
322,대합실 승객 오들오들 ,2
323,中每안테나,2
324,이태원 쇼핑천국 재부상,1
325, 상장사 탐방  호텔신라 불황타개 올 영업이익 2배 신장  자신 ,2
326,中企 집중지원 지역경제 활성화 경기도 올해 주요사업,2
327,공주 명물 메밀식당 휴업 경영난에 3월까지,2
328,주민생활 관련 법규 제도 대폭 변화,2
329,대전역∼청주공항 광역전철노선 개설 대전 청주권 개발계획 확정,2
330,韓光沫 제주지검 검사장 98새해설계,2
331, 화촉 ,2
332,관광공사조사 작년 방한 외국인 통계  한국관광 교통혼잡 왕짜증 ,2
333,우리 공연예술 선보인다,2
334, 주 크라운 최종부도,2
335, 새해 IMF한파 극복전략   5   골프장도 구조조정 ,2
336,동해 삼화사 신녀하례범회,2
337, 광주일보  홍도 대규모 항만시설 추진,2
338, 밀감농민 돕기 제주여행  본사주최 12 14 19일 출발,2
339,「선진도시 가꾸기」힘찬 도약,1
340,돌고래 탄생 제주수족관 경사났네 서귀프 퍼시픽랜드,2
341,접객업 조명  영업제한 혼선,2
342,공사중단 건설현장 17곳,0
343,출국세 내 외국인 모두 징수,2
344,여행업소는 오히려 늘었다,2
345, 발언대   2002년 월드컵 개최 지방도시 국고지원 없다는 건 어불성설 ,2
346,대구시 경영수익사업 지지부진,0
347, 완주 8品8景 구경 오세요 ,2
348,외교관 부인 등 3명 피랍 경위,2
349,강릉시 국 과장급 인사 단행,2
350,음식값도 거품 빼야 사설 ,2
351,박기영 아자커뮤니케이션 대표 이사람 ,2
352,하귤가로수 볼거리  만점 ,2
353,어제 제주불교인 신년하례법회 봉행,2
354,폐광지 개발계획 대폭 수정,2
355, 보따리 장사  몰린다,2
356,레저에도  알뜰바람 ,2
357,완전발효 음식물처리기 개발,2
358,도내 컨소시엄 확대 여행업체대상,2
359, 동정 ,2
360,신선대 좌천동 부두직원 맹인돕기,2
361,싸고 싱싱한 조개모듬구미  일품 ,2
362,외무부 비상근무  피랍대책 숙의,0
363,「議員」數 대폭 줄여야 한다,2
364, 무죄판결짐  출판기념회,2
365,2기단체장 누가 뛰나  3 ,2
366,석정온천 1단계사업 완공,2
367,감포가는길 추령터널 15일 개통,2
368,한라산 개방 관광축제 행사 더 소중한것 잃지않나 우려,0
369, 社說  해볼만한  일요오일장 ,2
370,통일개항시대 준비하자 제성호 민족통일연구원 전문가진단 ,2
371,내륙 순환도로 관광명소로 개발,2
372, 출국세 내 외국인 전원 징수 ,2
373,中文단지 돌고래 출산,2
374,전대 의예과 합격선 355 358점,2
375, 제주일보  관광부조리 관행 뿌리뽑는다,2
376, 설악­금강산 회랑지대로 연결  관광공사  공동개발 보고서 마련,2
377, 전기사용제한  적극 동참을,2
378,南原 약수온천 합작개발 추진,2
379,산청 단성면 확장국도 오르막길 2km,2
380,도시지역 대폭 늘린다,2
381, 전기사용 제한한다 ,2
382,곳곳에 깃든 조상의 얼 풍속 풍물전시장 용인 한국민속촌,2
383,들불처럼 번지는 국산품 사랑 커피 양담배 대신 국산차 국산담배,2
384,오늘의 해외화제,2
385,가족나들이 제격 골프장 눈썰매장 눈덮인 필드 아이들 함박웃음 ,2
386, 일 잘해놓고 인심만 잃게 됐다 ,2
387,여권발급 전년비 11% 감소,0
388,사회간접자본 확충 역점,2
389,駐예멘 영사부인등 한국인 3명 피랍,2
390,세계속의 큰 울산 심완구 울산시장 새해 설계 밝혀,2
391,공주시 읍 면 동장실 폐쇄 절약솔선,2
392,원주시 옻관련 특화사업 추진,2
393,시장­부시장  한 사무실  사용 공주시 예산 절감 솔선,2
394, 수도권 지역경제면톱  대전 청주권  자족적 경제지구 육성,2
395,邊山지서에 새 기동순찰정 배치,2
396,출국세 부과대상 모든 내국인 확대,2
397,群山 경장문화선 임시개통 등 잇단 간선로 개설로 교통체증 해소,2
398, IMF시대 98골프계  골퍼부담 줄이고 서비스는 향상,2
399,도내경제계 새해 설계,2
400,한국방문 외국인 관광객 1인 평균 1 663달러 지출,2
401,道  토지수급정책 불균형 심각,2
402,영동전문대 이동학사 운영,2
403,기업 부동산매각 지방세 50% 혜택,0
404,가리산서 겨울 비경 즐기세요,2
405, 사설 예멘 외교관 가족의 피랍,2
406,내 고장 동정,2
407,束草엑스포 대비 대규모 소핑센터,2
408,외국인납치 천국  예맨 ,2
409, 수도권 지역경제면톱  대전 청주권  자족적 경제지구 육성,2
410, 수도권 지역경제면톱  대전 청주권  자족적 경제지구 육성,2
411, 주 크라운 최종부도,2
412,기반시설 관광 복지 중점 투자 하수종말처리장 건설비 27억원,2
413, 옹달샘 ,2
414,용평스키장 푸른 동해속으로  낭만 질주 ,2
415,중국인 관광객을 잡아라 해외여행 가능인구 무려 6 500만명,2
416,원화 가치하락,0
417,금강산 꿈엔들 잊으리요  일만이천봉 ,2
418,주민 편익시설 마무리 역점,2
419,근검절약 실천 경제위기 극복,2
420, 98우리고장 청사진 순천시,2
421,대구 유천교 반월당네거리 버스전용차로로 지정,2
422, 인터뷰 김승석 제3대 제주도 정무부지사,2
423,문체부  출국세 확대 적용 논란 예상,0
424, 98새해는 이렇게,2
425, 내용 복잡  불의 못참아 고소 ,2
426,영업시간후 옥외조명 금지,2
427, 관광  관광공사  관광한국  외면,2
428,佛 아비뇽연극제 한국공연출품,2
429,특별기고,2
430, 문화에 길이 있다 ③사진영상   사진도 잘만하면 고부가 창출 ,2
431,정리해고제 갈등 증폭,2
432,문체부 개편 문화­체육 분리되나 직제축소 기구약화 우려,0
433,전화로 배우는 영어 일어 일어,2
434,겨울 낭만 빙어축제 열린다,2
435,관광단양 변신 필요하다,2
436,道   예산死守  비상,0
437,범인 도주구역 포위 다각교섭 한국외교관 가족피랍,2
438,불가피해진 세계화 이동화 칼럼 ,0
439,부대시설 갖춰야,2
440,오늘의 주요 뉴스,2
441, 98 우리고장 청사진 나주시,2
442,黃喜정승 8대孫 3백20년전 터잡아,2
443,관광호텔분야 업무 무료로 배우며 취업,2
444, 여행안테나 한국관광공사  관광 문화 홍보영상물 상영 外,2
445,크라운호텔 최종 부도,2
446,지난 12월 경상수지 36억%흑자,2
447,여행사 난립 갈수록 영세 제주관광 미래 걱정된다,2
448,거가대교 건설 본격화,2
449,오일장 매주 일요일 개장 관광객 시민 편의 효과적,2
450,관광 성  비수기 구분  의미있나 ,2
451,IMF시대  자정 불야성  웬말,2
452,철원 철새 배고파요,2
453,내국인 모두에 출국세,2
454,상족암 경남 고성 제전마을,2
455,알뜰살뜰 세상체험 외화낭비 아니다 배낭여행수첩 ,2
456,오순도순,2
457,관광호텔 공사중단 잇따라,0
458,숙박비 등 2박3일에 50만원 스키장 신혼여행 인기,1
459,그린벨트 투기 여부 본격 조사,2
460,IMF 시대 市 道 방만한 기구 재검토 절실,2
461,압구정동 로데오거리  일본인 관광쇼핑 특수,2
462,박희주 예멘대사 인터뷰 예멘정부서 적극 대처 무사석방 기대,2
463,신혼여행 즐기며 행운까지 잡았어요,2
464,중국인 여행객 대상 제주 무비자관광 추진,2
465,도내경제계 새해 설계,2
466,한나라당 조직강화작업 본격  시동 ,2
467,12월 경상수지 흑자 36억 달러 사상 최고,1
468,국토이용계획 변경 고시,2
469,소양호 도선 유류비 지원 운행 횟수 종전대로 유지,2
470,내국인 모두에 출국세 부과,2
471,박희주 주 예멘대사 인터뷰,2
472,IMF시대 레포츠 할인권을 이용하세요 스키장 놀이공원 등 앞장,2
473,출향인사 고향사랑운동 펼쳐,2
474,친절한 관청만들기 호응,1
475,98세계 전망,2
476,完州군 관광안내 책자 발간,2
477,구경거리 없는 全州,2
478,작년 12월 경상수지 흑자 36억4천만달러 사상최대,2
479,21세기 정보 교육 문화도시로,2
480,통영문화에술인존 조성계직 가시화,2
481, 광주일보  설 연휴 전북지역 관광지 IMF 특수,2
482,화천 경제위기극복 대책협의회,2
483,이기호 노동장관  정리해고 도입 노동계 협조 요청,2
484,동문서문,2
485,제주관광전문대 음악과 졸업반 10명,2
486, 칼럼  우리모두의 잘못인가,2
487,강원 양양군 송천마을 김순경의 참 맛있는 집 ,2
488,사설,2
489,금품 민원해결 요구 납치 다반사 한국인 피랍 예멘,2
490,가랑몰라 허영봐사 한라산 눈꽃축제 16일 개막,2
491,부산지역 부도 홍수 ,2
492, 지방자치시대 2기를 준비한다 2 성패는 투표에 달렸다,2
493,여신금지업종제도 폐지 경영책임도 은행에,2
494,디자이너 노희영씨의  누벨키진 궁  주부만세 ,2
495,민생 경제범죄 특별경계령 지방경찰청장 회의,2
496,여행업계 컨소시엄 48개업체 참여 회망,2
497,인터넷에  낙동강 이 흐른다,2
498,공주 부여 태안 보령 태안 개발 촉진 지구 지정,2
499,종교광장,2
500,기자수첩,2
501, 매일신문  감포가는길 추령터널 15일 개통,2
502,동굴에 가면 타임머신을 탈 수 있다,2
503,새 뱃길 트인 가거도 수평선 너머 손짓하는  미지의 땅 ,2
504, 금융 정리해고 입법화땐 총파업 ,2
505,곰소다용도부지조성 사업 활기,2
506, 내국인 출국세 부과 확대 ,2
507,예멘은 어떤 나라 아라비아반도 남부 위치  소문난 납치국가,2
508,주예멘 외교관 가족 피랍 이모저모,2
509,솟구치는 철새들   그래 희망을 갖자  겨울탐조여행 명소,2
510, 인터뷰   부곡온천 옛 명성 회복위해 서비스 향상 주력 ,2
511,21세기 세계 속 전북도약 절호 기회,1
512,불법체류 외국인 근로자 출국 급증,2
513,담양 금성 면 60만㎡ 골프장 등 민자 유치,1
514,IMF 파고를 넘는다 주 유일금속,2
515, 파주출판문화정보단지  3월 착공 2001년 완공,2
516,예멘 납치사건 배경 부족갈등서 터진  시위용 ,2
517, 동창회 재고양시대동상고 外,2
518,경기도 올해부터 이렇게 달라진다 외곽도로망 확충,0
519,출입국 관리  구멍 ,2
520,오제세 청주시부시장,2
521,내 고장 동정,2
522, 98새해는 이렇게,2
523,경제화제,2
524,한전 송전탑설치 반대 구체화,2
525,민노총  정리해고 반대 총파업 ,2
526,알뜰파 스키어  지금이 기회 ,2
527, 이태원 특구  영업시간 규제풀자 설송웅 공직자의 소리 ,2
528,공주시도 경제난 극복 동참,2
529,겉으로는 IMF극복,2
530,노사정협의체 구성 난항,2
531,노동계  勞使政협의체 불참,2
532,핸드볼협 대의원 총회,2
533,현직 경찰관이 폭력배 보호,2
534,러 작가마을 페레델키노  문학의 산실  명성회복 나섰다,2
535,IMF터널 지난다,2
536,경찰이 폭력두목과 술자리 조직원 2시간난동도 무마,2
537,불 문화재 CD롬 제작 활발,2
538,그곳에 가면 넉넉함이 있다,2
539, 사진  쇼핑천국  외국인 북적,2
540,전일게시판,2
541,자연사박물관 우리 고장에,2
542,알고 갑시다 지하400m 암반서 용출 약암온천,2
543,남대문동대문시장 확 달라졌다,0
544,수원역 종합안내소 유경숙씨,2
545,부부싸움뒤엔 이곳에 가보자① 대명리 포구 약암온천,2
546,경남도의회 남기옥 의장 새해 포부,2
547, 맛있게 즐겁게 돼지고기 겨울 혀끝 녹이던  豚家의 보시 ,2
548, 이렇게 생각한다  여성도 뛰어야만 경제 산다,2
549, 케이블TV 하이라이트 ,2
550,무주리조트 눈썰매 행사,2
551,시장특성 간파 정면승부 ,2
552,작년 특급호텔 객실 점유율 79%,2
553,월요일 밤길 조심하세요,2
554,고졸 제빵기술자 교수됐다,2
555,동정,2
556,월드컵준비 본격  스타트 ,2
557,다양한 분야  준비된 인력  양성 전문대  전성시대  활짝 Ⅰ,2
558,勞使政협의체구성 난항 예상,2
559,아  은빛세상,2
560,경기장등 완벽 준비 세계로 도약,1
561,국도유지 건설사무소 道 茂鎭長지역에설치건의,2
562,9면에서 이어집니다,2
563,정리해고 노­사 정 정면대립,2
564,투기 가능성 높은 그린벨트 조사 방침    건설교통부,2
565,음식쓰레기 줄이고 신용카드 사용 자제,2
566,그린벨트구역 투기여부 본격 조사,2
567,하타미 이란 대통령 CNN 회견 의미,2
568,민선 경험이냐 참신이냐 물밑 탐색전,2
569,정리해고 도입 놓고 대결,2
570,세계관광시장을 파고들어라,2
571,김해 분산성공원,2
572,탑동계곡 종합觀光地 개발,2
573,톱게이블,2
574,고달러속  얼어붙은 해외여행  관광업계 올 경기 전망,2
575,전남 구례 지리산 화엄사 온천 그리고 인정 테마기행 ,2
576,남북 海路개설 새전기,2
577,페루 전통요리 세계 무대 각광 잉카 인디언 스폐인요리 혼합,2
578,다양한 분야  준비된 인력  양성 전문대  전성시대  활짝 Ⅱ,2
579, 책마을 소식  명예퇴직자 성공 귀농비결 알려줍니다,2
580, 케이블TV 하이라이트 ,2
581,아산 OP 전망대 세운다,2
582,이천 도예촌 온천 탐방  주말여행 〈교통관광TV 채널28밤 1 00〉,2
