,title,label
49,예능 기능보유자 4명 인정 화각장등 문화재 지정,2
50,내일의 경기,2
51,오늘의 경기,2
52,청소년 개발원장 김사흥씨,2
53,청소년개발원장 김사흥씨,2
54,전북대 등 4개대 원서마감 의예과 예체능계 경쟁치열,2
55,고문헌 같은 문화유적 안내판,2
56,문체부 청소년정책실장 직대 이한홍씨 임명,2
57,기장군 복덕방  콧노래 ,2
58, 일류경남  國體통해 알리자,2
59, 인터뷰 김동원 경남체육회사무처장,2
60,오라  세계지성 무주전주로,2
61,무형문화재 4명 인정,2
62,무형문화재 보유자 4명 인정,2
63,「향토 얼음축제」시즌 돌입,2
64,막혔구나,2
65, 2002 월드컵 코리아 저팬 光州개최 세계적 문화 스포츠 도시 발돋움,2
66,볼만한 TV프로,2
67, 배구슈퍼리그 7연패 노리는 LG정유후지필름에 완승,2
68,한국통합이미지 선정,2
69,철벽 방어,2
70, 97배구슈퍼리그 한일합섬 무실세트 6연승,2
71,가고파,2
72,인사,2
73,LG화재 단독 2위  한일 6연승 휘파람,2
74,삼성생명  선경꺾고 PO 4강 선착,2
75,김성채  불꽃투혼 발하다,2
76,1월의 경기,2
77,LG화재 수호신 김성채 있었다 16득점 21득권    三星돌풍 잠재워3 1,1
78, 사진 ◇내손이 먼저,2
79,공공도서관 지원 확정,2
80,LG 소방수 삼성 화재진압,2
81,오늘의 경기,2
82, 배구슈퍼리그 LG화재 삼성화재 누르고 산뜻한 새해 출발,2
83, 농구대잔치 삼성생명 선경 제치고 정규리그 우승,2
84,해운대구 팩스민원 접수 등,2
85,평행선,2
86,삼성생명 PO선착,2
87,전형유형 7가지  32회까지 지원 가능 97 전문대 입시가이드,2
88,춘천 노인종합복지타운 건립,2
89,97신년교례회 성황,2
90, 자녀 상담실 초등2년 아들 건망증 너무심해 야단치지 말고 아이주변 챙겨야,2
91,그늘진곳 사라만한 세상 만들기,2
92,박지은 올시즌 14승 기염,2
93, 사진 ◇이중차단,2
94,人事,2
95,삼성 영그는 女王 꿈,2
96,삼성 女 정규리그 우승 PO 4RKD  선착  선경증권 69대 55로 일축 10승1패 마크,2
97,제2의 춘향 테마공원 유치땐 지역 활성,1
98, 동정 윤형섭 체육부건물 준공식 가져,2
99,농구대잔치 삼성생명여왕 꿈,2
100,배구 슈퍼리그 LG화재 삼성 불 끄다,2
101,된장찌개 뚝딱 배추김치 척척 ,2
102,신년 새시리즈 건강100세  1  균형있는 식생활,2
103,범도민 월드컵 유치委 이달중 본격 가동,1
104,全日 게시판,2
105,김택수 올 해외출국선수 1호,2
106,초고속 통신망 통해 文化情報 폭넓게 제공,2
107, 체욱계 인사 신년사 김운용 체육회 회장,2
108, 체욱계 인사 신년사 김영수 문체부 장관,2
109, 스포츠초점 프로농구 원년코트 9팀 108회 불꽃격돌,2
110,비전 2000     위기에서 도약으로 97 本社 10大사업,1
111,97 本社 10大사업,2
112,맞불대결 LG 완승,2
113,97년 주요행사 역사,2
114,프로농구 원년리그 내달 개막,2
115,스코어 보드,2
116,중앙동,2
117, 96 97 농구대잔치 삼성생명 4강  덩크슛 ,2
118,삼성그룹 한국기업의 21세기 비전 ,2
119,삼성생명  PO 4강行,2
120,김성채  슈퍼砲 작렬 ,2
121, 동정 ,2
122,무한경쟁시대 능동대처,2
123,삼성생명 4강 직행,2
124,근로청소년에 꿈 희망 선물,2
125,굴렁쇠,2
126,소띠 탤런트 김세아 소처럼 성실하게 살래요,2
127, 동정 최규희  꿈나무 장학금 수여,2
128,중국 건설업 각종 비용 없애,2
129, 배구 슈퍼리그 고려증권 2차대회 진출,1
130,고려증권 절반의 성공,2
131,석탄회관 주민복지시설 활용,2
132,영아 수영지도강사 민경자씨 인터뷰 ,2
133, 96 97 농구대잔치 반타작 삼성  명문 옛말 ,2
134,매년 불우이웃 남모르게 도와,2
135,인사,2
136,결식학생과 자장면 교단에서 본 세상 ,2
137,연 고 대 플레이오프 안착,2
138,도내 7백35명 地方職전환,2
139,농구대잔치 현대「루키」정진영 「맞수」삼성 울렸다,2
140,휠체어농구協 회장을 찾습니다,2
141, 체육단신 종근당 임영철씨 감독승격,2
142, 농구대잔치 연세대 경희대 꺾고 우승 남자실업 대학리그,2
143,월드컵 조직위 외언내언 ,2
144,달라진 초등학교 숙제 가이드 역사 문화현장서 신나는 겨울방학,2
145,인사,2
146,한강변 4곳 시민공원 조성 구리시 14만평 등 2000년까지,2
147, 서울을 파리 밀라노반열 세계패션 중심으로 ,2
148,문화정보화사업 본격 추진,2
149,남양주 수동관광지 존폐위기,2
150,고려증권 2차대회 턱걸이,2
151, 동정 ,2
152,바스켄 전자戰 현대 낙승,2
153,배구 슈퍼리그,2
154,人事,2
155,全日게시판,2
156,휠체어 농구 회장님 찾지 못해 협회설립준비위 애간장,2
157,스퍼리어 감독 대니 워플 쿼터백 師弟 끈끈한 인연 화제,2
158, 배구슈퍼리그 한양대 경희대와 5세트 접전끝 신승,2
159, 맥짚기 부부교사 생이별의 아픔 누가 알까,2
160,오늘의 경기,2
161,사람 사람 사람들 People,2
162,21세기는 정보혁명시대 변화의 흐름을 잡아라,2
163,문화1번지 동숭동의  한복바람 ,2
164,여기에 역점을 ,2
165,한일 현대차 한양대  무패 항진 ,2
166,도시공원 문화체육시설,2
167,市 道교육청 97역점사업,2
168, 이충희 군단 이 달려온다,2
169,남자부 10강 윤곽,2
170,▩자랑스런 고령군민 시상식,2
171,강풍피해 1백億원대,0
172,포항 문충초등학교  국악신동 들,2
173,현대전자  삼성제압 플레이오프 합류,2
174,선수촌 훈련본부장 신설 오진학씨 직무대리 임명,2
175,배구 슈퍼리그 1차대회 현대 6연승 우승 확정,2
176, 인사  한국통신 한국통신기술 삼화콘덴서 문화일보,2
177,다양한 강좌 마련 사업 활발 전개,2
178,현대차  상무꺾고 전승행진,2
179,기관장 오늘 일정,2
180, 97배구슈퍼리그 마침표만 찍으연 신화창조 초읽기,2
181,골밑 돌파,1
182,대구 태권도 유럽간다,2
183, 사진  감히 어딜 ,2
184,우리문화CI 세계홍보 나선다,2
185,여자유도계 계순희 이어 새 유망주 등장 북녘에선 지금 ,2
186,서장훈  PO 4강 덩크 슛,2
187, 농구대잔치 현주엽 37점  원맨쇼 ,2
188,道출신 박병철 나가노 월드컵 출전,2
189, 우리도 PO에  ,2
190,道民 생활체육대회 부활,2
191,競輪 장외매장 개설,2
192,박병철  97나가노 크로스컨트리 월드컵 출전,2
193,상무 패기는 좋았지만   ,2
194,아시아 선수권 金     기량탁월,2
195,양보할수 없는「電子맞수」대혈전,2
196,훈련본부장직 신설,2
197,스코어 보드,2
198, 인사 국회도서관 산림청 정보통신부 통계청 한국통신,2
199,미국농구용병 워밍업 각팀 손발맞추기 시작,2
200,여기에 역점을 ,2
201,오늘의 경기,2
202,짝잃은 은반요정 고르디바 눈물은 그만 올해는 꼭 재기,0
203, 농구대잔치 경희대 플레이오프 진출,1
204,올해는 세종대왕 탄신 600주년,2
205,춘천 근 현대사 한곳에 집대성,2
206,한국화장품 「치욕의 신기록」,2
207,난지도 안정화공사 3월 착수,2
208, 생활체육정책 균형있게 추진  진보형 관악구청장 발언대 ,2
209,서정옥 충북지방경찰청장,2
210,인사,2
211, 배구슈퍼리그 삼성화재  대한항공에 3 1승,2
212,스코어 보드,2
213,공격은 가볍게,2
214, 배구 슈퍼리그 삼성화재  대한항공 격추,2
215, 사진 소총 탈취 관련 검문검색,2
216,경희대 천신만고끝 PO행,2
217,농구대잔치 경희대1초전 뒤집기,2
218,LG화재  서울시청 완파,2
219,삼성화재  대한항공 격추,2
220,월드컵유치 엽서보내기 운동,1
221, 농구대잔치 한국화장품  충격 ,2
222,야시장 수익금 불우세대 도와,2
223,배구 슈퍼리그 삼성 송곳 서브 철벽 블로킹,2
224,평창 종합캠프장 조성 유원지 3곳에 8만평,2
225,복권의 역사 45년 일제가 발행한  승찰 이 최초,2
226,현대차 7전 전승,2
227, 사진 왼손막고 오른손 던지고,2
228,대학 올 신입생등록금 9%인상 전망,2
229, 69 97농구대잔치 서울방송 6강 턱걸이,2
230,청소년올림픽 창설 검토 김운용 위원장 작업,2
231,원년 돌풍 주역 되겠다,1
232,삼성 때문에 SBS는 웃고 대우는 울다,2
233,현대自 1차대회 全騰우승,2
234,농구대잔치 기아 치욕의 全敗탈락,2
235,女유도「제2 계순희」탄생,2
236,97년학년도 전문대 입시요강 정원외 3망3천여명 특별전형,2
237,공무원 토요 전일근무제 재검토 어떻게 생각하십니까 ,2
238,마산시 직제개편 추진,2
239,담배공사 현대를 이기다니,2
240,男 플레이오프 6强 확정,2
241, 배구슈퍼리그 현대 한전에 고전끝 3대2로 역전승,2
242, 현장에서  빠떼루  줘야할 배구 양심불량,2
243, 농구대잔치 SBS 플레이오프 진출,1
244, 지방자치이것이과제다 5 끝 전문가 좌담,2
245,배구 슈퍼리그 현대自 7연승고속질주,2
246,「문화의 집」 확산운동 사설 ,2
247,인사,2
248,부음,2
249, 全日게시판 ,2
250,금주의 행사,2
251,서울대 농대 부지확정 체육관부근 만8천평,2
252,역전승의 날  5경기 뒤집혀,2
253, 97배구슈퍼리그 현대자 뒤집기 우승,2
254, 울산 창원 경남 38개노조 집회 시위,2
255,통추 조직확대 나섰다 22일 전북도지부 결성 시발,2
256,스코어 보드,2
257,현대자 7연승  질주 ,2
258,정교한 손끝가진 전통 나침반 名人,2
259,기아 7게임 전패 치욕,2
260,칠곡지역 교통난 숨통틔운다,2
261,SBS  행운의 PO막차 ,2
262,골밑 슛,2
263,문화인프라 구축 1997 한국 가야할 길 4 ,2
264, 단신  탈북자 문화적응 프로그램 본격개발,2
265,人事,2
266,새해 새각오 우렁찬「태극 함성」,2
267,오늘의 경기,2
268,4차 방어전 앞둔 최용수 땀쏟는 훈련현장,2
269, 大選예비후보 5 이회창 신한국당 고문,2
270,새해는 이렇게,2
271,정동극장장 홍사종씨 새 「틀」을 짜는 사람 ,2
272,문화유산의 해 조직위 주요사업,2
273,한화  23연패끝에 꿀맛 1승,2
274,한일합섬  한풀었네 ,2
275,한국화장품  23연패 끝  눈물의 1승 ,0
276,한일합섬 8승 전승,2
277,23연패 한국화장품 수렁 탈출,2
278,경제 살리기 풍년농사 건배,2
279,昌原에 中企제품 상설판매장 선다,2
280,종파업 확산 국면,2
281,복싱에어로빅 마술 가르치는 매직스쿨 등 창업컨설팅 ,2
282,지역 현실 맞는 체육종목 육성을,2
283,찾을수가 없다 4 관광산업 이것이 문제다 1부 총괄편  ,0
284, 人事 안양경찰서 外,2
285,경기大  2차 대회 탈락,2
286,文化가 미래를 창조한다,2
287,한일합섬  無失세트 우승,2
288,私大등록금 대폭 引上 물가상승등 이유로 10 19%,2
289, 사진  골밑 돌파 ,1
290,건물과표 기준과액 마련,2
291,골밑 돌파,1
292,태릉선수촌 훈련개시,2
293,인사,2
294,한일합섬  무적시대 열다,2
295,한국화장품   연패 탈출 ,2
296, 동정 ,2
297,나는 네가 아닌가  정운영 에세이 ,2
298,서울대 스키강좌  인기 폭발  대학원생도 청강 쇄도,1
299,농업생명대 이전 서울대 부지 확정,2
300,단양 온천지역 1백실규모 호텔건립,2
301,서울대 농생대 이전부지 변경 체육관 옆으로,2
302,사립大 등록금 인상 멋대로,2
303,표류하는 文化財정책 암울,2
304,생활체조 지도자연수생 격려,2
305,道체육회 새집행부 구성,2
306,춘천 인형극장등 문화시설 신설,2
307, 체육단신 한국실업배구聯 오늘 정기총회,2
308,챌린지상 페어플레이상 시상 사진 ,2
309,오늘의 경기,2
310,농구대잔치 한국화장품 23연패마침표,2
311,서울대농생대 이전터 확정,2
312,우리 스포츠 몇 시인가   임호욱 체육부장,2
313,한일합섬 무실세트 패권,2
314,새해는 이렇게,2
315,개발 잠재력 꿈과 희망 넘치는 활기찬 속초 건설,2
316,일할 분위기 마련 긍정평가,2
317,도내 公共공사 1천여건 조기발주,2
318,명륜동일대 사유지 체육공원 해제요구,2
319,부산사회체육센터  아빠와 함께하는 캠프  인기,1
320,학교체육 유공자에 장관표창 전달식,2
321,한국화장품 우리도 1승 했어요,2
322, 단신  여자유도 배동숙 계순희 이을 스타,2
323,조총련에 對北지원 강화 독려,2
324, 전북펜싱 발전기여 ,2
325, 97배구슈퍼리그  신화가 현실로 ,2
326,선경증권 싱거운 마무리,2
327,빙판특급,2
328,市  6개부문 61개 역점사업 추진,2
329,GOOD배 클럽농구  17일부터 사흘간 펼쳐,2
330,인사,2
331, 농구대잔치 한국화장품 코오롱에 종료 7초전 역전골 승리,2
332,석굴암 천년 보존비밀 추적 KBS일요스페셜,2
333,태릉 선수촌서 대표훈련 시작,2
334,배구 슈퍼리그 한양대뒤집기쇼정상에,2
335,새해 충북도예산 어떻게 쓰여지나,2
336,「서울올림픽정신」되살리자 김칠중 부국장대우 체육부장 데스크칼럼 ,2
337,남산 안기부터공원 10일 개방 2만여평  산책로 체육시설도,1
338, 농구대잔차 한국화장품  필사의 탈출 ,2
339, 배구 슈퍼리그 한일합섬 패권 따 논 당상  큰소리 ,2
340,史化龍군 전체수석 상지대 합격자발표,2
341,양산 도시계획 설계 엉터리,2
342,청소년 고민해소로 탈선 예방   井邑청소년 상담실 운영 성과 커,2
343, 근조 문민정부  부산지역 검은 리본 2단계 파업 전국 표정,2
344,태극전사 훈련 개시,2
345,실내체육관 웅상도서관 청소년수련관 梁山 3대 숙원사업  박차 ,2
346, 96 97 농구대잔치  한국화장품 꿀맛 1승,2
347,환경교육  百聞 不如一見 ,2
348,우리무용 문화산업화 전략시급 춤을 살리자 1 ,2
349,체육 수업 운동경기중 안전사고 빈발,2
350,강원체고 남녀부 석권,2
351, 동정 李海宣부천시장 外13,2
352,황기정 경의초  차세대 스프린터,2
353,빙판특급,2
354,스코어 보드,2
355, 체육단신 대한레슬링협회 레슬링協 10일 대의원총회,2
356, 체육단신 대한사격연맹 사격연맹 17일 대의원총회,2
357, 체육단신 대한핸드볼協 11일 대의원총회,2
358, 배구슈퍼리그 한일합섬 무실세트 우승,2
359, 데스크의눈 경기장부터 가자,2
360,인사,2
361,사립대  해도 너무한다  납입금인상률 7년간 평균 14 4%,2
362,홍천고 역도선수 8명 日本서 전지훈련 실시,2
363,국립 국어연구원장 李翊燮 서울대교수,2
364,문화체육부 청소년정책실장 이한홍씨 국립국어연 원장 이익섭씨,2
365,남산 안기부터 공원 탈바꿈 산책로­체육시설 갖춰 10일 개방,1
366,김상훈 심연섭  맹공 ,2
367,예술단체 활동지원 확대 향토색있는 전통 발굴,2
368,현대정공  97년 창립 20주년 기념행사 풍성,2
369,청소년정책 실장 이한홍씨 국립국어연 원장 이익섭씨 문체부 인사,2
370,교육부 대학입시에서 손떼야,2
371,경성대  체육학과 실외종목  실내  대체  물의 ,2
372,서정옥 충북지방경찰청장,2
373,도소매 인허가 창업가이드 ,2
374, 사진 道체육회  전형위원 5명 선출,2
375,「21세기」 종합 노인복지 건강관리센터 실버타운 잇따라 선보인다,2
376,경기대학교 超一流大 야무진 꿈을 가꾼다,2
377,국립국어연구원장 이익섭씨,2
378, 인사 문화체육부 한국공항공단 농어촌진흥공사,2
379,NBA관람 캐나다 여행상품 나와,2
380,시민공원된 안기부 옛터 사진 ,1
381, 비켜 ,2
382,동해 주요사업 집중투자,2
383,상무  2차대회 안착,2
384,장용산휴양림 경영수익 높이자,2
385,상무  서브리시브 안정 3 0 일축,2
386,평북 의주 출생  서울工大 졸업,2
387,성주에 첨단 인문고 설립추진,2
388, 97배구슈퍼리그  상무 한전은 정전 ,2
389,노동계 파업 양극화,2
390,국립국어연구원장 이익섭 교수,2
391,體典 격려금 착복의혹,0
392,상무  韓電 가볍게 일축,2
393,상무 신영철없는 한전완파,2
394,경기단체 총회 러시 회장 교체 경선등 소용돌이,2
395,스코어 보드,2
396, 전북춘추 축제다운 축재를 위하여,2
397,상무 2차대회 진출,1
398,국립국어연구원장에 이익섭 서울대교수 임명,2
399, 공연 丁丑年 새해여는 동서양 화음잔치,2
400,국어연구원장 이익섭교수,2
401, 96 97농구대잔치  21득점 전주원  곰  코트 유린,2
402,道  「中심양 한국상품전」참가,2
403,삼산지구에 종합운동장,2
404,의료계 살아남기 경쟁치열,2
405,두손의 쓰임새,2
406,대이리 군립공원 종합개발 박차 도민체전 개최 제2 도약의 해,1
407,道정보 통신 한마당 올6월 원주서 개최,2
408,새해는 이렇게,2
409,안 통산  정부서 근검절약분위기 확산시키자  국무회의 7일 ,2
410,한파 영향 예약 거의 취소,2
411,인사동 시대와 세대 아우르는 고즈넉한 문화의 섬 도시와 문화 ,2
412,조깅 에어로빅 줄넘기 유산소운동 살빼기 만점,2
413,해외여행피해 대처법,0
414,배구 슈퍼리그 상무 몸풀듯 한전 제압,2
415,남산 안기부터 시민의 품으로,1
416,국립국어연 원장 이익섭씨,2
417,현대정공 창립 20돌 기념 엠블렘도 제작,2
418,국악 클래식 앙상블 새해 장식,2
419,문화체육부 청소년실장 이한홍씨 국립국어연 원장 이익섭씨,2
420, 차비 빌려달라  알고보니 속임수,2
421,서낙동강 일대 수상공원 조성,1
422,국어연구원 원장 이익섭 교수,2
423,馬昌 고입합격선 대폭하락,0
424,공무원 토요 격주휴무제 국무회의 토론 안팎,2
425,서울대 農生大이전 본격화,2
426,전문대 졸업생에 學士학위,2
427,노동계 총파업 이모저모,2
428,SW업계 20대 사장  돌풍 ,1
429, 사진  골밑 슛 ,2
430,京畿 「빙상强道」앞날 쾌청,2
431, 97지역 이슈,2
432, 97 새설계  4  麗川시,2
433,농구 현대 플레이오프행 막차 합류,2
434,방학 나들이 박물관으로 볼거리 많고 교육효과 뛰어나,2
435, 농구대잔치 전주원 수훈 현대 대웅에 80대58로 승리,2
436,아킬레스건 끊어진 천은숙 수술 성공 농구 재기 선언,2
437,춘천 民資유치 지지부진,0
438,울진종합운동장 추진,2
439,생활체육교실 운영 문경시민 참여 확산,2
440,유의재 증평출장소장,2
441,승무예능보유자 이애주교수,2
442,청주 오피스텔 건설 붐,2
443,안천초등교 4 김현 소년소녀 가장 ,2
444,모집,2
445,도회장배 스키대회 팡파르,2
446,사람들,2
447,경인女專 종합문화 체육관 건립 스포츠 교양 다목적 시설,2
448,「삶의질 향상」최우선 시책,2
449,당무회의 공식 거론    DJ도 관심,2
450,축구등 4단체 회장경선 뜨거운 득표전,2
451,국내 음반업계도 전문 레이블 시대,2
452, 문화인프라를세우자 14 한옥 살리기 외국의 경우,2
453,「97 신년음악회」 9 10일 개최,2
454,서울 5호선 50개역 지상나들이 교통난 함께 풀어갑시다 ,2
455,러 실내 링크 풍경 해외여성통신 ,2
456,지역특성 극대화 관광상품 개발 안정적 농업기반확충 집중 투자,2
457,평창 봉평 4계절 휴양지 개발,2
458,앨버타 수상 12일 道방문 崔지사와 환담,1
459,새해는 이렇게,2
460,체육지정학교동계훈련비는 어디로 ,2
461,난방시설 없는 교실 방치해선 안돼,2
462,野  對與 전면전  주춤주춤 ,2
463,둔철 관광지 올 착공 의미 전망,2
464, 체육단신 여자역도 감독에 원신희씨,2
465, 궁금합니다 차량 통행 많은 도로 육교에 광고판 설치,2
466,대한인쇄문화협회 신년인사회,2
467,연세국제태권도장 동아리 탐방 ,2
468,5호선 주변 생활 문화공간,2
469,도민역량 총결집 기필코 실현,2
470,부산시체육회 이사회  경기단체 새임원진 인준,2
471,만만한게 개인서비스料,2
472,道「정책보좌관제」시행여부 촉각,2
473,체육선수 종목별 육성 경기력 향상,2
474,거제 「청소년수련관」 세운다,2
475, 사설 컬럼  데스크칼럼 문화유산의 해라는데   ,2
476,강습 강좌,2
477,체육시설업자 배상책임보험 보험산책 ,2
478,내일 위천저지 시민항쟁대회   부산 경남 1백60여단체 총궐기,2
479,마포에 52층짜리 호텔 건설 한화개발,2
480, 인사 국회사무처 국회도서관 대법원 해양수산부 국가보훈처,2
481, 모임 대한민국 헌정회 신년하례회 열려,2
482,극장 매표전산화 올핸 가능할까,2
483,오늘의 경기,2
484,97신년음악회 참석한 김영삼 대통령 내외와 각계인사 시민들 및 태평가로 시작해 연합합창단의 환희의 송가로 끝나는 모습  예술의 전당 홍두표,2
485,도내 대학 실기 면접고사,2
486,역대 올림픽개최지 자전거 순방하는 중국 푸판쯔우씨,2
487,도민역량 총결집 기필코 실현,2
488, 시 군 새해설계 진주시,2
489,開港 1백周 기념사업 축소조정,2
490,서부영화의 주인공이 돼보지 않겠습니까 ,2
491,경인女專 종합문화 체육관 건립 스포츠 교양 다목적 시설,2
492,광주시 체육회 상임부회장에,2
493,이승기 광주양궁협회장,2
494, 사진  全大 원서마감 ˝막판 눈치,2
495, 단신  국어硏원장 李翊燮씨,2
496,양천구 신정유수씨 체육 휴식공간 조성,2
497, 링 보성힐권투체육관 개관,2
498,배구슈퍼리그 2차대회 대진일정 일부변경,2
499,보험금 노려 직원 살해 체육관장 구속,2
500,경찰관이 떼강도 두목 김진록 순경,2
501,삼성화재 빚지고는 못산다,2
502,스포츠계 3대 인물 김운용회장 선정,2
503, 메탈리카  안오나 못오나 PC통신 뜨거운 토론,2
504,체육회장 추천위 전상돈 체육부 차장 앞과 뒤 ,2
505,삼성화재 통괘한 설욕,2
506,「문화교」,2
507,보험금 노려 고향후배 살해,2
508,강도 혐의 현직경찰 구인장발부,0
509, 로열박스  꿈나무 발굴 육성 심혈,2
510, 인터뷰  승무  예능보유자 이애주,2
511,보험금 노려 후배 살해 30대 체육관장 구속,2
512, 설원의 무서운 아이들 ,2
513,신년음악회 참석,2
514, 益山 王宮5층 석탑  국보승격 지정,2
515,「페트라」 첫 내한공연 18∼19일 저녁 서울 88체육관서,2
516,국­사립 의대 신입생 등록금 연 300만원차,2
517,김운용회장 세계스포츠계 3대 영향력 인사,2
518,배구 슈퍼리그 김세진 신진식환상 듀엣 쇼,2
519,오늘 위천공단 저지대회 교수들도 반대투쟁 동참,2
520,全北중흥 기대 부푼 도민들 무주 전주 겨울유니버시아드,2
521,위천저지에 힘 합쳐야,2
522,체육관장이 「보험금 살인」 직원 몰래 자신을 상속인 변경후 범행,2
523,동진천 무료스케이트장 개장,2
524,한숨 대신 신바람 불어넣은  젊은 면장님 ,0
525,전국대학 교직원 노조 노동법 반발 파업결의,2
526,문체부 차관보 신현웅씨,2
527, 경제계 소식 97장학생 선발,2
528,현대  후지필름戰,2
529,삼성화재에 LG화재  납작코 ,2
530, 쌍포작렬 ,2
531,삼성  보험맞수 LG에 완승,2
532,화촉,2
533,김운용 IOC위원   스포츠 3대 지도자 로 선정,2
534,위천저지 도민 총궐기,2
535,金운용회장 세계3대 영향력 인물,2
536,金容模 남동구청장 지역경제 活性化 총력,2
537,金정도 道배구 전무 우수심판賞,2
538,삼성엔 신정섭 방지섭도 있었다,2
539,光陽 축구 육상 동계 훈련지 각광,2
540,김세진 신진식  환상 쌍포 ,2
541, 분수대 남산시민공원,2
542, 배구슈퍼리그 삼성화재 LG에 3대0으로 완파 2차대회,2
543,현직경찰이 강도짓에 접대부 알선까지,2
544,보험금 노린 살인사건  피해자 일기장 결정적인 단서,0
545,호주 록그룹  제인스  초청 U대회 기념공연,2
546,송환 북 병사 대남비방 선전대원 활용  공화국 영웅 으로 대접,2
547,새해는 이렇게,2
548,위천저지 끝까지 투쟁   대정부 규탄 부산 경남 총궐기,2
549, 구멍 ,2
550,국제경기지원특위 위원장 김진재의원 내정,2
551,도체육회 이사회구성  최대 현안 ,2
552,자전거로 올림픽도시 누빈다,2
553, 새해에는 이렇게    4  경남음악협회,2
554, 시 군 새해설계 함양군,2
555, 97배구슈퍼리그 삼성화재 두번 안진다,0
556,【사진】수지 명훈빌라트 18가구분양,2
557, 얼음판 볼링  「컬링」 각광 원형표적안에 스틱으로 돌 집어넣어,2
558, 위천공단저지 총궐기대회  개최 부산­경남 150개 시민단체,2
559,학교체육활동  으뜸 ,2
560, 동정 조정원 제10대 총장취임식 가져,2
561,스코어 보드,2
562,오늘의 경기,2
563,현직경관이 상습 강도짓,2
564,시민곁에 다가서다;,2
565,김운용회장 스포츠계 3대 인물,2
566,농협 충북도청 출장소 개점,2
567,金운용 IOC위원 세계스포츠계 3大지도자 선정,2
568,김운룡  국제스포츠계 빅3 ,2
569,인사,2
570,황룡사 대종 해저탐사 나선다 경주시 신청서 제출,2
571, 97 동계U대회 격전지 무주리조트 세계적 휴양도시로 거듭난다,2
572,보험금 노려 직원살해 유기  체육관 관장 구속,2
573,광양  각종 국가대표 동계 훈련지로 각광,2
574, 또 강도 경관   유흥업 종업원과 관할서 잡았다 풀어줘,2
575,삼성 「左진식 右세진」폭발,2
576, 大選예비후보 8 최형우 신한국당 고문,2
577,道핸드볼협회장이 취임식,2
578,보험금 지급 규정 보완시급,2
579,우수지도교사에 표창장,2
580,한양대  7연승 질주,2
581,충북대 크로스컨트리 팀 창단,2
582,위천저지 시민항쟁대회 2만6천명 봇물,2
583,국민은 가축떼인가 박상익 우석대 사학교수 더불어 생각하며 ,2
584,5천여명 낙동강 살려라 한목소리,2
585,파워맨 현주엽  날랐다 ,2
586,북한동포돕기 노력 활기띨듯  97종교계 전망,2
587,이인구 한희석 이영택 키다리 철벽 블로킹,2
588,위천저지대회 눈길끈 두단체  부산 팝 앤 재즈 낙동민속 보존회,2
589,문화체육부 차관보 신현웅씨 내정 청와대 문체비서관 하진규씨 내정,2
590,문체부 차관보 신현웅씨 문체부비서관 하진규씨,2
591,주요사업 조기 발주 추진,2
592,중앙동,2
