,title,label
79, 세계인의 눈에 비친 한국  본사 특파원 신년 전화좌담,2
80, 페루인질사태 일 영향력 확대에 찬물  로저 버클리 해외논단 ,2
81,디지털시대 정치 행정 전자회의시대 열린다 신정보혁명,2
82, 大選예비후보 2 김대중 국민회의 총재,2
83, 4자회담 합동설명회 수주이내에 개최될듯  미 정부 고위관계자,2
84, 4자설명회 수주내 개최  미 정부 고위관계자,2
85,진주시  有備無患  완벽,2
86, 명경대  문화유산의 해,2
87, 은행은 지금 재경원서 신탁통치중 ,2
88,현총련 등 가세할 6일 최대고비 2단계 총파업 전망과 정부대응,2
89,디지털혁명과 한국의 미래 좌담회 신정보혁명,2
90, 崔庚仙 칼럼  노동법 改正 파동을 보고,2
91,言勞聲 총파업 연대 全北日報 노조 결의,2
92,달라지는 생활과 산업 컴퓨터 마니아가 직장의 주역으로,2
93,새해맞이 大選주자들 표정,2
94,NBA선수들 제1의 적은 허리부상 기둥선수들 삐끗 일쑤,1
95,대선후보들 바쁜 새해맞이,2
96,AT&T 존 월터 사장 뉴스 메이커 ,2
97,연례행사 등 사망임박설 이번에도 안땐 굴뚝일까,2
98,등소평 연말 한때 의식불명,2
99,1997년 새해 우리의 다짐 장재국 아침을 열며 ,2
100,동창마을 민들레,2
101,인도 아삼주 또 철교폭파 테러 열차폭발 사망자는 38명,2
102,미국 내셔널프레스빌딩서 폭탄 발견; 미국 워싱턴 내셔널프레스빌딩 외경 및 건물주변에서 수사활동 벌이는 연방수사국 대원들과 대피하는 입주자들,2
103,지구촌 새해 표정,2
104,인터넷 이용자 70%가 주2회이상 접속,2
105,끝나지않은 송구영신가 박우정 칼럼 ,2
106,美 내셔설 프레스 빌딩 우편물 폭탄테러 미수,2
107,결전의 해 스타트라인에 선 대권주자들,2
108,大選주자 丁丑年 새해맞이 조용한 가운데  大選 구상 ,2
109,너그러운 사회를 위해,2
110, 4자설명회 수주내 개최  미 정부 관계자,2
111, 일본해 표기 동해로 시정  정부 CNN에 공식 요청,2
112,신한국 이홍구대표,2
113,기독교방송,2
114,어떻게 달라지나,2
115, 「등」 생명은 「강」의 손에  연말 또 위독설 세계 관심 집중,2
116,휘청거리는 아버지 정리해고 위협에 집에선 외톨이 신경증 치료까지,0
117,중 등소평 위독설  비상 ,0
118,석굴암 신비의 원형을 밝힌다,2
119,장 강두와 프랑스 경영인연합회장 세계의 경제인 8 ,2
120,美 내셔널빌딩에 폭발물 입주자 대피소동,2
121,大權을 위하여 大望의 꿈 분주,2
122,「등」없는 現집단체제 불안정,2
123,경제「투명성」높아진다 올부터 무엇이 달라지나,0
124, 남북문제 감상적 접근은 금물  김 대통령 신년하례,0
125,미 내셔널프레스빌딩서 폭탄테러 미수,2
126,나무를 심은 까닭은  정진홍 한국예술종합학교 교수 언론학 포럼 ,2
127,한화종금 언론분쟁 비화 박의송씨 경향신문에 반론보도 신청,2
128,스페인 국민영웅  인두라인 사이클선수 은퇴,2
129,작년 언론중재신청 556건 5 3% 늘어  구제율 51 7%,2
130,46개 사업장 10만 파업 재개,2
131,각국 특파원들 폭탄테러 공포,2
132,미 내셔널프레스빌딩 우편폭탄 이집트서 발송 기자가 발견 위기모면,2
133,미  우편물폭탄 테러공포 내셔널프레스빌딩 이어 이틀새 두곳 사고,2
134,또 만나야 할 항복 조상기 정치부장 아침햇발 ,2
135,수사반장 최중락 5 나의 젊음 나의 사랑 ,2
136,10문 10답으로 풀어본 올 세계전망 세계주가 붕괴가능성 없다,2
137,미 내셔널 프레스빌딩 폭발물소동,2
138,상승세고수­따라잡기 대책부심 대권후보들 「12 18」레이스 1 ,2
139,지구촌 테러 극성 조짐 연말연시 곳곳서 폭발사건 최근 급증 추세,2
140, 새해엔 경제 꼭 살려야  김 대통령 정부 재계 시무식 이모저모,2
141, 모임 기독교교회協 평화통일기원 신년하례회,2
142,미국 프레스빌딩에 우편 폭탄 아랍系신문 사무실 우송,2
143, 사설  선택의 해 의 경제살리기,2
144, 공연리뷰 송년 오페레타  박쥐 를 보고,2
145,무속역술 熱風 전국 40萬명 성업 복채만 한해 1兆원,2
146,박찬종 이회창  희비 쌍곡선 ,2
147,민심 당심 김심 조심 신재민 정치부 차장 앞과 뒤 ,2
148,김덕룡 의원 개인사무실 연다 정치입문이래 처음 대권도전의지 표현,2
149,김덕룡 의원  빨라진 행보  7일 사무실 개설,2
150,우물안 개구리식 방송법 논의 사설 ,2
151,KBS1 일요스페셜,2
152,피살 언론인 작년38명,2
153,꾸준한 관심이 우승 원동력 ,2
154,세월의 무게앞에  세계 스타 잇단은퇴,2
155,대권­경제 두마리 토끼쫓기 정 관가 시무식­새해정국 전략,2
156, 노동부 파업 의도적 축소  2차 총파업 어떻게 돼가나,2
157,철선 든 괴카드 수상히 여겨 신고 워싱턴 프레스빌딩 폭탄소동,1
158,청와대 신년하례식 이모저모,2
159,등소평 위독設 다시 고개,2
160,볼만한 TV프로,2
161,黨분란 강력대응 새해인사,2
162,선택 97선진정치  2  후보 검증 절차,2
163,박찬종 진영 대권을 만드는 사람들 ,2
164,미에 우편폭탄  테러비상 프레스빌딩 등서 7개 발견,0
165,한강다리 부실 교훈돼야 변근주 연세대 교수 더불어 생각하며 ,2
166,시민의식 개혁 1997 한국 가야할 길 3 ,2
167,중 「강택민 시대」 본격진입 등소평기록 영화방영 「퇴장」 공식화,2
168,신한국 박찬종고문,2
169,새해 유럽의 아침 최병권 주불 특파원 특파원 칼럼 ,2
170,더욱 더 신중한 대북 접근 사설 ,2
171,윤리위반 처벌공방 도마 깅그리치 흐름과 사람 ,0
172,미 프레스센터 폭탄 테러미수,2
173,궁금해지는 김 대통령 연두회견 92년 대선자금 밝힐까,0
174,일 공산당위원장 방한 추진,2
175, 남북문제 감상적 판단 금물  김 대통령,0
176,美 내셔널 프레스빌딩 폭탄테러 미수,2
177,사이클 세계적 영웅 인두라인 전격 은퇴,2
178,美 내셔널 프레스 빌딩 폭탄테러 미수,2
179,북 개방땐 경제회생 63% 평통자문회의 설문조사,2
180,美내셔널 프레스빌딩에 우편폭탄,2
181,역술학원,2
182,언론사 파업찬성률 90% 넘어 어제까지 6개사서 투표,2
183,연희단거리패  사랑의 힘으로  산업사회 인간소외 그려,2
184,탈북자 마카오 루트 모색,2
185, 오늘의 줄거리  다큐멘터리 ,2
186,黨 단합 해칠 경우 결코 용서 않는다,2
187,여야  경제를 살리자  표의식 목청 높이기 경쟁,2
188,DJP 공조 여론조사 결과 단일후보로도 승산 적어,2
189,미국인 아침식단 바뀐다 비만 알레르기 영향,2
190,미 「편지폭탄」공포 백악관지척 빌딩 연방교도소 등에 9개나 배달,2
191,미  제이­버드 사 제작대행 홈페이지,2
192,중 신문업계  내우외환 ,2
193,대선주자들 여론조사 반응  10인 10색 ,2
194,재중동포 록가수 최건 인터뷰 동아시아의 대중음악 1 ,2
195,민노총 총파업 내주초 최대고비,2
196,검열없는 첫해  르네상스  예고 올해 대중문화 과제와 전망,2
197, 97 떠오르는 인물들,2
198,돈부시의 충고 권화섭 논설위원 숨결 ,2
199,IPI보고서,2
200, 壇上  외제품배격운동 자유교역정신에 위배,2
201,작년 언론중재 52% 성사,2
202,金대통령 소처럼 일하면 幸運올것 청와대 정부 各黨 시무식,2
203, 기상대란  북반구 혹독한 겨울 한파 홍수로 사망 300명 넘어,2
204,전 워싱턴주 하원의원 신호범씨  주한 미 대사 후보 지명  주장,2
205,우편폭탄 테러 외언내언 ,2
206,밀로셰비치 니스 재선거 지시 베오그라드 시장은 항의표시로 사임,0
207,分斷현장 세계적 관광상품 육성,2
208, 이렇게생각합니다 대학합격자 정보서비스 전용회선 증설해야,2
209,대통령비난 유인물 법원 압수영장 기각,2
210,헤브론 철군 타결 당분간 연기될듯,2
211,정부 탄압행위 만연 전례없는 언론 위기 IPI 보고서,2
212,NBC서 50만달러 보상 애틀랜타 테러 혐의 벗은 주얼,0
213,미 올림픽공원 폭파 용의자 돈방석 무혐의 처리후 연쇄소송 준비,0
214,언론인 지난해 38명 피살 구유고 동구권 멕시코등 언론탄압 만연,2
215,여권 여론조사약세 민주­민정계  불안  「12 18」레이스 2 ,2
216,미 NBC뉴스쇼  투데이  앵커 검블,2
217, 社  홍콩의 장래,2
218,한통勞組 압수영장 기각,2
219,춘천 근 현대사 한곳에 집대성,2
220,김윤환 신한국당 고문  97 대선인물 ,2
221,러 허약한 군 대폭 수술 체천서 전력 실상 서방노출로 위기감,2
222,독 시사주간 슈피겔지 창간 50주 손동우 특파원 본 저널 ,2
223, 97 달라지는 생활  2  사이버 마켓,2
224,한통 노조 대통령 비난 유인물 압수영장 기각,2
225, 대선예비후보 4 박찬종 신한국당 고문,2
226,YS 「하고싶은 얘기」 뭘까 내일 연두회견 「보따리」 관심,2
227,북 대남 비방 강화 잠수함침투 사과후 태도 돌변,2
228,규제완화실적 인사 반영 여 규제개혁기본법 추진,2
229, 제정신 이 아닌 사회 김정탁 성균관 교수 신문방송학 포럼 ,2
230,美「흑인언어」해석 논란 확산,0
231,대통령 비난 유인물  한통 압수 영장기각,2
232,신한국 이회창 고문,2
233,인생역정,2
234,겉으론 수긍  안으론 물밑작업,2
235, 제발 차갖고 나오지 마세요  서울시의 제설홍보,2
236,대통령비난 유인물 압수영장 기각  명예훼손죄 적용어렵다 ,2
237,21세기 첫해 표기 달라 혼선,2
238,여 대선주자  당심 붙잡기 잰걸음,2
239,위천저지 단식 투쟁   시민단체 교육위원 민주당등,2
240,러 「마야」 발레대회  국내전치 전락  비난,2
241,연기대상 과연 공정한가,2
242,야권 「제3후보」 가능할까 여론조사선 기대치 높아,2
243,방송 4사 내일부터 파업,2
244,경제활성화와 시장원리 노부호 서강대 교수 논단 ,2
245,영문판 북한 핸드북 국내에서 처음 발간,2
246,97인터넷 핫 이슈 운용 관리등 규약 필요성 커져,2
247,올 방송계 기상도 「방송법」통과여부 최대쟁점,2
248,선택 97선진정치  4  깨끗한 선거,2
249,野「여론 콤플렉스」뒤숭숭 언론사「신년 대선조사」파문,0
250,「100m 세계신」加 베일리 美육상계 푸대접에발끈,2
251,페루 인질범 몸값 1억불 요구 일지보도,2
252, 비판의 칼날  독 슈피겔 창간 50년,2
253, 97 대선과 경제 돈선거 되풀이땐 나라살림  결딴 ,2
254,클린턴 경제통상팀 새진용 對韓정책을 전망한다 上 ,2
255, 언론자유 신장 기대못미쳐  66% 기자협회 602명 설문,2
256, 지상토론회 10만원권 화폐 발행 반대,2
257,경제사회와 문무의 조화 정장호 LG텔레콤 사장 시론 ,2
258,속도붙는 북­미 북­일 접근,2
259,신한국  위천 어떻게 대처하나,2
260,NYT지  北 잠수함 사과후 다시 대남비방,2
261,대학생활정보지 생긴다 하숙집메뉴서 강의뒷얘기까지 ,2
262,이홍구 신한국당 대표  97 대선인물 ,2
263, 정보산업 총본산  새사옥 7월 완공  97 한국경제신문 새사업,2
264,김영환 건교부 고속철도기획단장 폴리시 메이커 ,2
265,사람들,2
266, 97정보통신 전망 유­무선 전분야 무한경쟁 시동,2
267, 해외의학  HIV 감염자 총 4백66명,2
268,쓰레기봉투 「사재기」,2
269,홍콩特區 一國兩制 정말 가능할까 97아시아 8大이슈,2
270,신한국당 규제완화 실적 인사반영 규제개혁기본法 成案,2
271,민언협 언론 수용자운동 1 ,2
272,파업보도 또  시민불편  타령 매체 비평 ,2
273,PC통신 작가 뉴미디어 취업교실 9 ,2
274,아비브정보통신  E1용 CSU 개발,2
275,언론노동운동 힘싣기 시험대에  총파업 결의  노조활동 활력 기대,1
276,반탈레반 군벌 카불시 기습 폭격 제트기2대 공격 민간인 7명사망,2
277,불신시대로의 진입 마틴 시프 국무부담당 수석기자 WT논평 ,2
278,「경제 대통령」의 허실 사설 ,2
279, 경제메시아 대망론  이백만 경제과학부 차장 앞과 뒤 ,2
280,북 대남 비방 재개 관영언론매체 동원 김 대통령 원색비난,2
281,김용진 신임 과기처 장관 신년인터뷰,2
282, 北 잠수함사과후 對南비방 재강화 ,2
283,스키장 부대시설 이용료 너무 비싸,2
284,大權논의 자제속  물밑 바쁜걸음 ,2
285,언론중재신청 매년 증가추세,1
286,호주 백호주의 부활 목소리 거세지고 97아시아 8大이슈,2
287,동유럽 언론자유 死角지대 공산체제붕괴 後도 權言밀착 여전,2
288,무한대의 홍보공간 새 표밭으로 떠올라 인터넷 선거운동,2
289,南北정상회담 年內 열릴까,2
290,유럽 에어버스  추락할 수 없다 ,0
291,캐나다판 「세기의 재판」,2
292,취업자 자격증 소지자등 특별전형,2
293,여 예비주자들 끝없는 물밑행보,2
294,후계구도 연계 「L L체제」교체 유지 핵심,2
295,  주 보배마저 빼앗길 순 없다 ,2
296,위천공단반대 시위 확산 지구당위원장 단식 농성,2
297,중 6백개 언론 정간 방침,2
298,정재석 21대 부총리 한국의 경제부총리 42 ,2
299,민주노총 주요 공공부문 파업유보 배경,2
300,「넥타이부대」 파업가담  새국면 오늘부터 사무노련 등 동참선언,2
301,피로연 과다한 음식제공 단속 복지부,2
302,김 대통령 내일 연두회견 「풀어놓을 보따리」 뭘까,2
303,독 슈피겔지 창간 반세기,2
304,대통령 연두회견 어떻게 진행되나,2
305,이제는 지진을 알자 김동완 내무부 방재계획과장 공직자의 소리 ,2
306,大權주자들  3  崔炯佑,2
307,「대통령 비난」 인쇄의뢰 동판,2
308,美 국무 내정자 올브라이트,2
309, 뉴리더 말레이시아 금융 부동산 最大재벌 꿈꾸는 압둘라,2
310, 이얼굴 연극평론가협회장 구히서,2
311, 大選예비후보 5 이회창 신한국당 고문,2
312,이인재 타임산업사장 연기없는 석쇠개발에 1년 불태워 창업스토리 ,2
313,가 정부 전 총리 「세기의 재판」 무산 멀로니 정부 합의안 수용,2
314,시민운동의 상징  인터넷 리본 ,2
315,대만 미사일 배치 거의 완료 단계,2
316,「수요」로 본 경제해법 김학은 연세대 교수 경제학 정동칼럼 ,2
317,불 사망 1주 미테랑 추모 열기,2
318,영 총선  여성표 잡아라  지구촌 파노라마 ,2
319,강택민 위상강화 본격화 중 언론 「빈곤퇴치」 연설 일제 보도,2
320,외교관은 사람 죽여도 되나 음주운전 살인 그루지야공사,2
321,도내 노동계 사회단체 연대 움직임   2단계 총파업 확산,2
322,이회창 진영 법조계주축 각계각층 망라 대권을 만드는 사람들 ,2
323,위천저지 각계각층 총동참   10일 항쟁대회 개최,2
324,판교일대 新도시개발 어떻게 돼가나 기대심리로 땅값만 껑충,2
325,자민련 TK의원 뭉치자 다짐 신년 단배식,2
326,金鍾泌총재「영수회담」,2
327,일산주민 집단訴 채비,2
328,김 대통령 연두회견 준비 안팎,2
329,김 대통령  물가안정 적자축소 주력  경제인 신년인사회,2
330,아태 안보 환경 변화 공동대응  일­러 동맹 불가피 ,2
331, 올 경제 물가 수지개선 중점  김 대통령 강조,2
332,프랑스는 지금 미테랑 추모열풍 내일 서거 1주기 떠들썩,1
333,한 일 외교 연초부터 활발 외신에 비친 한국 ,2
334,김춘길 칼럼,2
335,대구서도 열렸으면,2
336,방송 개발 총서 2권 출간,2
337,中國지도증 권력장악 암투예고,2
338,여야의 제3후보  물밑「히든카드」를 주목하라  신년정치기획 6 ,1
339,중화경제권 가능한가 전환기의 동아시아 2 ,2
340,반탈레반 세력 수도 카불 공습,2
341,TK표의 향방 대권 후보들 「12 18」 레이스 4 ,2
342, 공권력투입 검거땐 지하철 등 전면파업 ,2
343,경제난 반영 분위기 침울 대한상의 신년인사회 안팎,2
344,옐친 건강 다시 惡化,2
345,대민봉사 친절왕 3명 선정 남구 모범공무원 표창,1
346,새로나온 책,2
347,선택 97선진정치〈5〉유권자 의식,2
348, 김광희칼럼 땀 흘려야만 세계가 보인다,2
349,여  낙승  야  해볼만  3당 15대 대선 득표율 계산,2
350,중재신청 310건 시정 언론중재위 지난해,2
351,경제인 신년인사회 이모저모,2
352,부산의 국제통합미술행사,2
353, 스캔들 왕국  오명 모나코 왕가 700년 다채로운 행사,2
354,「정권 재창출호」,2
355, 전자파 암 유발 가능성  일 산업의학연 세계 첫 연구보고,2
356,홍콩 행정장관 동건화,2
357,대통령 연두회견 위천 언급없어 항의 빗발,0
358,나는 네가 아닌가  정운영 에세이 ,2
359,「언론중재 만족도 연구」발간 작년 사생활 침해 77% 가장 많아,0
360,경제공부 머리싸맨 與 대선 예비후보들,2
361,뇌물의혹 멀로니 前캐나다총리 정부사과로 명예훼손소송 취하,0
362,체증 백화점 위자료 지급판결후 一山주민들 집단소송 움직임,0
363,인천방송 창립총회 회장등 임원진 구성,2
364,왕정부활 국민적 합의 있어야 해외사설 ,2
365,정부 공기업 등 조직 인력감축 상의 신년인사서 밝혀 김 대통령,2
366, 노사 속히 안정 되찾길  김 대통령,2
367,「몸값」용어 오류 제대로 사용되길 바라,2
368, 社說  도민화합과 발전 다짐,2
369,일산 할인점상대 집단소 준비 주민들 주차난 유발 관련,2
370,서민불만 여론 전하는 택시기사 김병섭,0
371,국내기업­새로운 기회 홍콩반환 원년 ,1
372,여 대권주자 경선채비  시동 ,2
373,입시 대학자율에 맡기자 장수영 포항공대 총장 시론 ,2
374,「한강의 기적」은 없다 정기인 한양대 사회교육원장 논단 ,2
375,「언론중재 만족도 연구」발간 작년 사생활 침해 77% 가장 많아,0
376, 대선예비후보 6 이한동 신한국당 고문,2
377, 위천  배제된 연두회견,2
378,빌게이츠 세계 정보통신산업의 미래 15대 예측 발표,2
379,방송 4사 24개 병원 파업,2
380,대통령 회견 외지 논평,2
381, 할리우드가 후계자가 없다  미 유명 연예오락사 2인자 공동화,2
382,96농구 최우수선수,2
383,日 러  안보동맹협의 러국방 4∼6월 訪日,2
384,全南道 선거관리위원회,2
385, 종교초월 단합 공단반대 앞장 ,2
386,최우수 선수 이상민 남  이강희 여 ,2
387,신년화두 김용범 주일 특파원 특파원 칼럼 ,2
388,10일 40주년 기념식 관훈클럽,2
389,민감한 사안 원론적 답변 이모저모,2
390,사무직노조 본격 파업  15일 공공노조 동시파업 ,2
391,15일 공공노동조합 파업;,2
392,평범한 26살이 내뿜는  뜨거운 열정 ,2
393,미 균형재정 이견해소 최대과제 연방의회 개원과 전망,2
394, 유승삼칼럼 머리숙인 大選走者들,2
395,파업 이틀째 산업현장,2
396,생산현장 파업분위기 주춤 병원 24곳 방송 4개사는 가세 어제,2
397,미 대북 곡물판매 허용 미­북 직교류 본격화  신호탄 ,2
398,은행비상임이사제 재경원 은감원  이견 ,0
399, 확대경  한국인터넷협회 어떻게 설립되나,2
400,단체장 「감사경고제」도입,0
401, 김심 6∼7월께 가시화  당정개편 후보압축거치며 표출될듯,2
402,미테랑 서거 1주  불 추모열기 언론 특집 책 출간 잇따라,2
403,석탄감산중지등 촉구,2
404,이상민 이강희 96시즌 MVP  영광 ,2
405,  노동법 파업  유럽언론 반응  영국 파이낸설 타임스지,2
406, 알맹이없는 회견 실망 ,2
407,1强4弱  후보단일화 변수,2
408, 고려시대 내시는 관료 엘리트코스 좋은 집안 뛰어난 능력 갖춰야 선발 ,2
409,미테랑 사후 1년 재조명 열기 지구촌풍경 ,2
410,민노총 「대민 봉사」 병행 2단계 파업 사흘째 표정,1
411,金大中총재 大權도전 어록,2
412,시종일관 웃는 낯 싹 사라진 「언론기피증」,2
413,96농구 남녀 MVP 이상민이강희,2
414,부산시의원 10명 집단사퇴,0
415,일산주민「주차공해」대책위 구성,2
416,사람 사람 사람들 People,2
417, 알아둡시다 반도체 BB율,2
418, 미디어잉글리쉬 15 Spin Doctor,2
419, 청소년마당 중하위권생 위한 정보도,2
420, 동정 김정기 7회한국언론상 시상식,2
421,외국언론에 비친 「한국」 사설 ,2
422,道의장 선거 흑색선전 난무,2
423,파푸아뉴기니 코스모 코리안 10 ,2
424,박홍 총장 「파란의 한시대」 마감,2
425,제품질 향상 정책 다각화 중 2010년까지 시행,2
426, 넥타이부대 너마저도  역사와 만나는 경제 ,2
427,총파업 확산 일제히  큐 신호 방송4사 동시파업 배경과 전망,2
428, 등소평 건강 양호  외교부 「위독설」 부인,2
429,이상민 이강희 선수 올해의 최우수 뽑혀,2
430,세계언론  한국 노동법 개악 비난,2
431,本社주최 문화인 신년회 盛了,2
432,알릴권리와 살권리,2
433,개인사무실 문연 金德龍의원 大選행보 본격화 의지,2
434,이상민 이강희 올 MVP,2
435,새얼굴,2
436,北美오토쇼 개막 스포츠형車 선풍 예고,2
437,업계  오디오 판촉전 불붙었다,2
438,아쉬운 연두기자회견 김세형 경제부 기자 24시 ,2
439,중 등 와병설 부인,2
440,러 국방 4∼6월 일본방문,2
441,합격자 명단 비공개 浦項공대,2
442,김 대통령 연두회견 노동계 더 자극우려 뉴욕타임스 논평,0
443,中  등소평 입원설 부인,2
444,  노동법 파업  유럽언론 반응  르몽드등 프랑스 언론,2
445,일산주민들 집단소송유보 의견수렴후 신중결정키로,0
446,불안한 97년 한마당 ,2
447,공산당 재집권 가능성 없다,2
448,관훈클럽 40주년 기념식,2
449,방송노조 첫 연대파업 귀추 주목 포커스 ,1
450,「민노총」누가 움직이나,2
451,미테랑 前대통령 1주기 맞아 프랑스 전역 추모열기,2
452,빅뱅의 요체 김병규 논설위원 숨결 ,2
453, 네트워크  웅진코웨이 새 판매법인 설립 들통에 당황,2
454,빌 게이츠  인터넷은 과대포장 ,2
455,참스승 만나기 이상헌의 사는 얘기 979 ,2
456,동국대 불교서적 210권 본사 기증,2
457,영수회담 촉구,2
458,청소년 선도차원 「야간통금」적절,2
459,21C 선교정책백서 11월 발간,2
460, 거국적 「경제非對委」구성하자 ,2
461, 새해에는 이렇게   3 창작의욕 높일 여건 조성,2
462, 韓國  노동법 파업  각국언론 반응  사우스 차이나 모닝 포스트,2
463,당내 입지강화분석속 충청인 대권도전  의미 ,2
464,자민련 김종필총재 연두회견 안팎,2
465,김종필 자민련 총재 회견 일문일답,2
466,자신감 바탕 금융개혁 등 박차 연두회견뒤 청와대 기류,2
467,「김심」은 어디로 신년정치기획 7 끝 ,2
468, 새해에는  지부별 상설 강좌 대중과 호흡 함께 제2회통일문학제 전국대회 확대모색,2
469,이한동 진영 중부권의원 등 후원그룹 포진 대권을 만드는 사람들 ,2
470,박찬종 신한국당 고문  97 대선인물 ,2
471, 민심 얻자  장외 봉사 활동 노동계 파업 이모저모,1
472,그룹「R ef」활동중단 선언,0
473,신문 방송 기사문장 한국언론연구원 편 ,2
474,불­벨기에 다소사 수사싸고 갈등 89년 군납관련 뇌물제공 혐의,0
475,연두회견  악평  뒤숭숭한 청와대,2
476,영 보수당 바람잘날 없다 자당의원 또 「대형」 성스캔들,2
477,옛 동독 비밀경찰 대부 다시 법정에 95년 반역혐의 무죄판결,0
478,대만 롄잔 부총통 LA 도착 귀국길엔 바티칸도 방문,2
479,죽을권리 있나  없나 ,2
480,한국 파업사태 촉각 외국언론 반응,2
481,JP  대선출마 의지 강력 시사   노동법 원천무효,2
482,파업 이모저모 거리서 무료 건강점검 차량정비,2
483,프랑스  미테랑 타계 1주기 행사   엇갈린 평가속 추모행렬,2
484,하얼빈의 한국기업들 송화강 5천리 14 ,2
485,공화 출신 재선 68년만의 쾌거 깅리치 미 하원의장 당선 의미,2
486,노­사­정 다시한번 쟁점 검토를 노동법­총파업 해법 무엇인가,2
487,누가 위기를 막을 것인가 김영만 경제부장 데스크 시각 ,2
488,서울 5호선 50개역 지상나들이 교통난 함께 풀어갑시다 ,2
489,첫 관문 합격;,2
490,박홍 서강대 총장 이임식,2
491,김덕룡 1 차세대 정치인 연구 ,2
492,세르비아 야 승리 공식인정 니시시 선관위에 즉각 새의회구성 지시,2
493,헌정회 신년하례회,2
494, 망경대  연두기자회견,2
